,h3,icao_address_x,icao_address_y,percent,fill_color,line_fill_color
11838,845536dffffffff,293,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11839,8455417ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11840,8455485ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11841,8455491ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11842,845549bffffffff,68,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11843,84554a3ffffffff,115,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11844,84554abffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11845,84554c7ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11846,845580dffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11847,8455841ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11848,8455847ffffffff,100,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11849,845598dffffffff,97,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11850,8455995ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11851,84559a1ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11852,84559abffffffff,141,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11853,84559b3ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11854,84559bbffffffff,150,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11855,84559c1ffffffff,96,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11856,84559c7ffffffff,41,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11857,84559d1ffffffff,104,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11858,8455a01ffffffff,46,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11859,8455a05ffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11860,8455a07ffffffff,116,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11861,8455a09ffffffff,206,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11862,8455a2bffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11863,8455a33ffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11864,8455a43ffffffff,81,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11865,8455a4bffffffff,106,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11866,8455a65ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11867,8455ae5ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11868,8455aedffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11869,8455b11ffffffff,33,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11870,8455b15ffffffff,39,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11871,8455b19ffffffff,65,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11872,8455b1dffffffff,101,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11873,8455b33ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11874,8455b3bffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11875,8455b51ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11876,8455b53ffffffff,102,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11877,8455b57ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11878,8455b5bffffffff,118,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11879,8456009ffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11880,8456043ffffffff,161,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11881,845604bffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11882,8456085ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11883,8456087ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11884,8456091ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11885,8456093ffffffff,141,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11886,8456099ffffffff,125,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11887,845609bffffffff,99,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11888,84560a3ffffffff,124,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11889,84560abffffffff,83,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11890,84560b5ffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11891,84560bdffffffff,60,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11892,84560d3ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11893,8456117ffffffff,115,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11894,845613bffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11895,8456211ffffffff,44,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11896,8456213ffffffff,101,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11897,8456217ffffffff,90,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11898,845621bffffffff,93,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11899,8456299ffffffff,107,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11900,84562c9ffffffff,57,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11901,84562d1ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11902,84562d7ffffffff,128,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11903,84562d9ffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11904,84562dbffffffff,118,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11905,84562e9ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11906,84562edffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11907,845641bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11908,84564adffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11909,84564ddffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11910,8456523ffffffff,155,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11911,845652bffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11912,8456535ffffffff,119,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11913,8456569ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11914,8456591ffffffff,79,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11915,8456599ffffffff,295,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11916,84565cdffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11917,84565d3ffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11918,84565dbffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11919,8456601ffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11920,8456609ffffffff,165,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11921,8456623ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11922,8456627ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11923,8456643ffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11924,845664bffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11925,8456695ffffffff,219,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11926,845669dffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11927,84566a1ffffffff,144,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11928,84566a5ffffffff,213,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11929,84566a9ffffffff,509,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11930,84566adffffffff,191,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11931,84566b1ffffffff,139,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11932,84566b7ffffffff,86,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11933,84566b9ffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11934,84566bbffffffff,104,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11935,84566c5ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11936,84566cdffffffff,82,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11937,84566e3ffffffff,575,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11938,84566ebffffffff,166,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11939,8456703ffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11940,845670bffffffff,299,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11941,845672dffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11942,8456739ffffffff,41,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11943,8456755ffffffff,179,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11944,845675dffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11945,8456761ffffffff,150,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11946,8456767ffffffff,198,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11947,845676dffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11948,8456c91ffffffff,46,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11949,8456cc1ffffffff,48,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11950,8456cc9ffffffff,197,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11951,8456d85ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11952,8456da1ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11953,8456da9ffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11954,8456dabffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11955,8456de3ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11956,8456debffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11957,8456e41ffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11958,8456e47ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11959,8456e49ffffffff,115,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11960,8456ea3ffffffff,79,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11961,8456ea7ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11962,8456ec1ffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11963,8456ec9ffffffff,300,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11964,8457035ffffffff,74,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11965,8457067ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11966,84570e1ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11967,84571c1ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11968,84571c3ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11969,84571cbffffffff,158,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11970,8457409ffffffff,285,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11971,8457447ffffffff,104,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11972,8457455ffffffff,65,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11973,845746bffffffff,217,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11974,845748bffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11975,84574d5ffffffff,64,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11976,84574ddffffffff,165,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11977,8457523ffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11978,8457525ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11979,845752dffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11980,8457533ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11981,8457561ffffffff,142,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11982,8457567ffffffff,179,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11983,84575e5ffffffff,138,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11984,8457611ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11985,8457613ffffffff,269,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11986,84576b1ffffffff,201,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11987,84576b7ffffffff,234,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11988,84576b9ffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11989,84576c5ffffffff,87,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11990,84576c7ffffffff,59,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11991,8457705ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11992,8457713ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11993,845771bffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11994,8457729ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11995,845772bffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11996,845776bffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11997,8457969ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11998,8457a0dffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
11999,8457a43ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12000,8457a47ffffffff,46,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12001,8457a63ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12002,84580a5ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12003,84580e3ffffffff,84,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12004,84580ebffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12005,8458105ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12006,8458109ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12007,845810bffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12008,845812bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12009,8458145ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12010,8458153ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12011,8458155ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12012,8458157ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12013,8458163ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12014,845816bffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12015,8458193ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12016,845819bffffffff,57,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12017,845819dffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12018,84581b9ffffffff,120,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12019,84581bdffffffff,79,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12020,8458323ffffffff,138,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12021,8458335ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12022,845844bffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12023,8458609ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12024,8458635ffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12025,8458647ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12026,8458733ffffffff,126,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12027,845873bffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12028,8458807ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12029,8458821ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12030,8458823ffffffff,207,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12031,8458827ffffffff,467,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12032,845882bffffffff,305,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12033,8458831ffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12034,8458839ffffffff,146,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12035,845883dffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12036,84588c9ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12037,845890dffffffff,258,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12038,8458931ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12039,8458937ffffffff,119,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12040,8458947ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12041,8458965ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12042,845896bffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12043,8458981ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12044,8458999ffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12045,845899bffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12046,84589cbffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12047,84589d7ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12048,84589ddffffffff,37,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12049,8458a05ffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12050,8458a0dffffffff,89,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12051,8458a45ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12052,8458a69ffffffff,161,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12053,8458a6bffffffff,82,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12054,8458a91ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12055,8458a97ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12056,8458aa3ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12057,8458aa7ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12058,8458abdffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12059,8458c6dffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12060,8458e65ffffffff,114,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12061,8458e69ffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12062,8458f17ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12063,8458f19ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12064,8458f33ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12065,8458f3bffffffff,107,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12066,8458f5bffffffff,51,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12067,8458f61ffffffff,57,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12068,8458f63ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12069,8458f6bffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12070,845902dffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12071,845904bffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12072,8459067ffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12073,84590a5ffffffff,77,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12074,84590c5ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12075,84590d5ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12076,84590e7ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12077,8459153ffffffff,176,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12078,8459167ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12079,8459199ffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12080,8459219ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12081,8459231ffffffff,217,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12082,8459237ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12083,845925bffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12084,845926dffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12085,84592abffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12086,8459321ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12087,8459323ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12088,845932bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12089,8459359ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12090,8459453ffffffff,65,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12091,845945bffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12092,84594c5ffffffff,108,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12093,84594ebffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12094,84596a5ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12095,84596adffffffff,93,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12096,8459769ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12097,8459911ffffffff,45,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12098,8459913ffffffff,48,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12099,8459915ffffffff,59,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12100,845991bffffffff,327,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12101,845993bffffffff,58,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12102,845999bffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12103,8459a65ffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12104,8459a6dffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12105,8459aa9ffffffff,165,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12106,8459aadffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12107,8459b0dffffffff,16,16,1,"[0, 255, 0, 100]","[97, 255, 97]"
12108,845aa13ffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12109,845aa15ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12110,845aa17ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12111,845ae25ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12112,845ae85ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12113,845af53ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12114,845b433ffffffff,39,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12115,845b43bffffffff,107,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12116,845c041ffffffff,159,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12117,845c045ffffffff,109,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12118,845c049ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12119,845c06bffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12120,845c0c1ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12121,845c0c5ffffffff,328,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12122,845c0e1ffffffff,160,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12123,845c0e5ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12124,845c0e9ffffffff,396,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12125,845c105ffffffff,55,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12126,845c10dffffffff,254,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12127,845c129ffffffff,148,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12128,845c147ffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12129,845c163ffffffff,122,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12130,845c849ffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12131,845c84dffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12132,845c981ffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12133,845c983ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12134,845c987ffffffff,73,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12135,845c98bffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12136,845c9a3ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12137,845c9bdffffffff,136,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12138,845ca09ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12139,845ca0dffffffff,147,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12140,845ca23ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12141,845ca47ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12142,845ca63ffffffff,146,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12143,845ca67ffffffff,94,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12144,845cb5bffffffff,60,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12145,845ccc7ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12146,845cce3ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12147,845cce7ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12148,845ccebffffffff,39,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12149,845d005ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12150,845d019ffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12151,845d053ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12152,845d057ffffffff,84,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12153,845d065ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12154,845d067ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12155,845d103ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12156,845d105ffffffff,194,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12157,845d107ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12158,845d12bffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
12159,845d141ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
